355.67	127.24	-460.25	1
355.75	127.22	-460.25	1
356.25	127.06	-459.75	1
355.67	127.24	-459.75	1
355.75	127.23	-459.75	1
354.25	127.39	-459.75	1
354.5	127.38	-459.75	1
354.75	127.38	-459.75	1
355.25	127.34	-459.75	1
355.7	127.25	-459.55	1
354.85	127.39	-459.52	1
355.28	127.34	-459.43	1
354.52	127.47	-459.37	1
354.95	110.25	-459.24	28
354.84	110.43	-459.24	28
354.74	110.61	-459.24	28
361.25	123.76	-459.25	29
360.76	123.88	-459.25	29
361	123.82	-459.25	29
360.5	123.99	-459.25	29
360.18	124.19	-459.25	29
360.26	124.13	-459.25	29
360.11	124.24	-459.25	29
356.75	126.89	-459.25	1
356.25	127.09	-459.25	1
354.25	127.54	-459.25	1
353.75	127.68	-459.25	1
353.56	127.75	-459.25	1
353.25	127.85	-459.25	1
355.25	110.25	-459.11	28
355.11	110.41	-459.12	28
354.92	110.52	-459.16	28
354.74	110.68	-459.19	28
354.75	110.75	-459.13	28
354.9	127.46	-459.11	1
355.5	110.25	-459.05	28
355.75	110.25	-459.01	28
355.3	110.4	-459.07	28
355.49	110.46	-459.03	28
355.18	110.6	-459.07	28
355.47	110.71	-459.01	28
361.07	123.82	-459.06	29
360.18	124.25	-459.04	29
360.21	124.21	-459.1	29
355.93	127.23	-459.02	1
355.75	110.5	-459	28
355.65	110.79	-459	28
355.75	110.75	-459	28
354.55	110.8	-458.92	28
355.25	110.91	-458.98	28
355.56	110.97	-458.97	28
355.75	111	-458.99	28
355.76	111.24	-458.91	28
361.25	123.78	-459	29
360.66	123.98	-458.95	29
360.44	124.08	-458.99	29
360.31	124.18	-458.96	29
355.39	127.38	-459	1
353.55	127.86	-458.91	1
354.98	110.97	-458.88	28
355.5	111.13	-458.88	28
355.63	111.25	-458.85	28
360.92	123.89	-458.86	29
360.25	124.25	-458.83	29
354.43	127.61	-458.89	1
353.65	110.26	-458.75	28
353.75	110.33	-458.75	28
354.25	110.67	-458.75	28
354.33	110.7	-458.75	28
354.41	110.73	-458.74	28
354.86	110.98	-458.72	28
355.36	111.13	-458.79	28
355.51	111.23	-458.76	28
355.62	111.245	-458.74	28
355.75	111.275	-458.74	28
364.08	115.74	-458.75	35
364.25	115.84	-458.75	38
364.51	116.01	-458.75	38
364.76	116.19	-458.75	38
361.25	123.8	-458.75	29
360.55	124.07	-458.73	29
360.38	124.17	-458.8	29
360.265	124.26	-458.76	29
360.09	124.52	-458.75	29
359.94	124.75	-458.75	29
357.21	126.75	-458.75	1
356.75	126.94	-458.75	1
356.35	127.12	-458.75	1
353.25	128.04	-458.75	1
352.75	128.15	-458.75	1
352.28	128.26	-458.75	1
353.75	110.26	-458.61	28
354.37	110.66	-458.61	28
354.47	110.75	-458.65	28
354.64	110.84	-458.66	28
355.19	111.08	-458.66	28
355.51	111.15	-458.62	28
355.75	111.24	-458.69	28
364.52	115.97	-458.61	38
360.75	123.98	-458.64	29
357.25	126.75	-458.67	1
354.06	110.46	-458.6	28
354.57	110.75	-458.51	28
354.85	110.94	-458.57	28
355.08	111.01	-458.52	28
364.33	115.82	-458.53	38
361	123.89	-458.55	29
360.42	124.17	-458.57	29
360.18	124.4	-458.6	29
360.06	124.59	-458.54	29
355.02	127.53	-458.58	1
354	127.8	-458.58	1
354.42	110.61	-458.41	28
354.78	110.85	-458.45	28
355.39	111.03	-458.42	28
355.75	111.13	-458.47	28
364.25	115.75	-458.45	38
364.75	116.08	-458.5	38
361.25	123.82	-458.5	29
360.59	124.08	-458.45	29
360.27	124.29	-458.49	29
359.96	124.75	-458.5	29
356.03	127.28	-458.49	1
355.59	127.41	-458.5	1
353.47	128.01	-458.42	1
354.19	110.42	-458.34	28
354.99	110.92	-458.4	28
355.22	110.94	-458.32	28
364.53	115.89	-458.35	38
360.79	123.99	-458.34	29
360.14	124.47	-458.34	29
356.78	127.01	-458.37	1
352.99	128.17	-458.33	1
352.65	109.25	-458.25	28
352.72	109.28	-458.25	28
353.273	109.733	-458.25	28
353.75	110.07	-458.25	28
354	110.24	-458.25	28
354.69	110.72	-458.3	28
354.94	110.79	-458.22	28
355.14	110.85	-458.21	28
355.75	111.01	-458.25	28
356.25	111.21	-458.25	28
363.237	114.767	-458.25	35
364.36	115.75	-458.25	38
364.74	116	-458.24	38
364.95	116.14	-458.24	38
365.11	116.28	-458.26	38
365.18	116.37	-458.25	38
365.24	116.47	-458.25	38
361.75	123.67	-458.25	29
361.5	123.75	-458.25	29
361.25	123.83	-458.25	29
361.04	123.9	-458.22	29
360.42	124.19	-458.24	29
360.03	124.65	-458.28	29
359.99	124.75	-458.25	29
359.75	125.05	-458.25	29
359.66	125.16	-458.25	29
359.57	125.27	-458.25	29
357.25	126.83	-458.25	1
354.62	127.7	-458.23	1
352.763	128.253	-458.263	1
352.25	128.38	-458.25	1
351.75	128.48	-458.25	1
351.02	128.68	-458.24	1
351.24	128.61	-458.23	1
352.7	109.25	-458.17	30
352.88	109.38	-458.16	30
354.53	110.55	-458.18	28
355.3	110.82	-458.11	28
355.39	110.9	-458.2	28
355.56	110.92	-458.18	28
360.61	124.08	-458.16	29
360.23	124.35	-458.14	29
359.81	124.99	-458.12	29
356.34	127.21	-458.17	1
352.75	109.26	-458.1	30
354.34	110.35	-458.06	28
354.82	110.64	-458.08	28
355.05	110.69	-458.01	28
355.12	110.76	-458.09	28
355.22	110.77	-458.06	28
365.18	116.49	-458.02	38
365.25	116.61	-458.04	38
360.78	124	-458.06	29
360.07	124.59	-458.02	29
359.95	124.8	-458.06	29
359.71	125.14	-458.05	29
355.88	127.39	-458.07	1
353.17	109.5	-457.94	28
354.14	110.13	-457.92	28
354.69	110.47	-457.93	28
355.19	110.71	-457.98	28
355.28	110.71	-457.95	28
355.41	110.77	-457.99	28
363.16	114.77	-457.995	35
363.24	114.84	-458	35
364.43	115.74	-458	38
364.67	115.93	-457.99	38
364.79	116.03	-457.92	38
364.95	116.19	-457.97	38
365.08	116.35	-457.99	38
361.24	123.83	-457.98	29
360.63	124.06	-457.95	29
360.5	124.12	-457.95	29
360.35	124.22	-457.92	29
359.63	125.26	-458	29
355.28	127.57	-457.96	1
353.07	128.24	-457.97	1
354.99	110.57	-457.88	28
355.16	110.65	-457.89	28
355.57	110.72	-457.85	28
355.88	110.82	-457.83	28
365.25	116.75	-457.83	38
361.52	123.74	-457.89	29
360.96	123.91	-457.89	29
359.93	124.81	-457.81	29
359.83	124.98	-457.9	29
354.14	127.91	-457.88	1
353.53	128.13	-457.82	1
351.56	128.61	-457.9	1
351.24	128.71	-457.84	1
352.26	109	-457.76	30
352.75	109.19	-457.75	30
352.86	109.25	-457.75	30
353.58	109.7	-457.8	28
354.52	110.25	-457.76	28
355.26	110.6	-457.8	28
356.25	110.94	-457.75	28
356.75	111.13	-457.75	28
357.46	111.25	-457.75	28
357.75	111.51	-457.75	28
361.67	113.77	-457.76	1
361.73	113.815	-457.75	1
362.28	114.15	-457.74	35
362.44	114.23	-457.75	35
362.59	114.32	-457.75	35
362.73	114.42	-457.76	35
363.08	114.75	-457.75	35
363.25	114.89	-457.75	35
363.745	115.255	-457.75	35
364.25	115.6	-457.75	38
364.36	115.68	-457.75	38
364.48	115.77	-457.75	38
364.63	115.9	-457.8	38
364.7	115.97	-457.76	38
364.8	116.08	-457.73	38
365.1	116.49	-457.75	38
365.19	116.63	-457.8	38
365.25	116.81	-457.75	38
365.37	117.25	-457.75	38
365.58	117.75	-457.75	38
362.27	123.38	-457.75	29
362.01	123.54	-457.75	29
361.74	123.67	-457.75	29
360.74	123.99	-457.79	29
360.6	124.05	-457.77	29
360.19	124.39	-457.79	29
359.74	125.12	-457.79	29
359.67	125.23	-457.75	29
359.47	125.44	-457.75	29
359.25	125.64	-457.75	29
359.1	125.75	-457.75	29
358.75	126.03	-457.75	29
358.46	126.25	-457.75	29
357.74	126.68	-457.75	29
357.63	126.74	-457.75	29
357.25	126.93	-457.75	1
352.92	128.35	-457.75	1
351.95	128.58	-457.73	1
351.02	128.78	-457.76	1
350.75	128.86	-457.75	1
350.25	129.01	-457.75	1
349.74	129.17	-457.74	1
349.57	129.22	-457.75	1
352.98	109.28	-457.7	30
353.97	109.89	-457.69	28
354.95	110.4	-457.67	28
356.12	110.85	-457.68	28
363.1	114.76	-457.68	35
364.51	115.81	-457.62	38
364.62	115.9	-457.7	38
364.94	116.28	-457.65	38
365.21	116.78	-457.61	38
361.72	123.68	-457.66	29
361.33	123.79	-457.67	29
361.1	123.85	-457.69	29
360.9	123.9	-457.61	29
360.49	124.09	-457.64	29
360.33	124.22	-457.68	29
360.03	124.64	-457.7	29
359.93	124.81	-457.61	29
359.85	124.96	-457.65	29
356.69	127.13	-457.63	1
356.19	127.32	-457.69	1
354.34	110.02	-457.56	28
355.36	110.47	-457.54	28
355.67	110.58	-457.55	28
364.64	115.94	-457.58	38
365.14	116.66	-457.55	38
361.55	123.73	-457.53	29
361.2	123.81	-457.52	29
360.27	124.29	-457.53	29
359.98	124.71	-457.51	29
355.72	127.49	-457.57	1
354.76	127.78	-457.59	1
352.5	128.54	-457.54	1
350.51	128.99	-457.52	1
354.72	110.17	-457.47	28
355.9	110.65	-457.5	28
356.32	110.83	-457.44	28
356.55	110.95	-457.43	28
361.53	113.76	-457.5	1
361.64	113.83	-457.42	1
361.9	113.96	-457.5	1
362.4	114.24	-457.5	35
364.31	115.67	-457.46	38
365.02	116.5	-457.42	38
362.26	123.42	-457.5	29
362.09	123.54	-457.45	29
361.36	123.76	-457.43	29
361.05	123.83	-457.46	29
360.72	123.95	-457.48	29
360.42	124.13	-457.44	29
360.11	124.51	-457.5	29
359.9	124.86	-457.45	29
359.78	125.07	-457.47	29
359.62	125.28	-457.47	29
359.45	125.44	-457.49	29
353.29	128.31	-457.49	1
351.51	128.74	-457.48	1
350.97	128.87	-457.49	1
350.08	129.13	-457.45	1
352.92	109.12	-457.31	30
353.41	109.4	-457.4	28
353.85	109.64	-457.35	28
355.09	110.29	-457.37	28
355.54	110.45	-457.38	28
355.71	110.51	-457.35	28
356.1	110.67	-457.34	28
357.54	111.41	-457.31	1
362.47	114.31	-457.39	1
363.35	114.98	-457.39	35
363.69	115.22	-457.31	35
364.02	115.45	-457.36	35
364.73	116.09	-457.4	38
365.18	116.81	-457.37	38
365.24	116.98	-457.32	38
361.2	123.78	-457.36	29
360.93	123.84	-457.32	29
360.36	124.2	-457.33	29
360.24	124.35	-457.32	29
360	124.69	-457.37	29
359.28	125.56	-457.39	29
359.03	125.74	-457.34	29
355.25	127.69	-457.31	1
353.93	128.13	-457.37	1
353.63	128.23	-457.36	1
352.24	108.757	-457.24	30
354.19	109.81	-457.3	28
354.54	109.96	-457.23	28
355.38	110.36	-457.29	28
355.56	110.42	-457.25	28
355.87	110.56	-457.3	28
356.52	110.86	-457.22	28
356.75	110.99	-457.25	28
356.99	111.09	-457.24	1
357.23	111.19	-457.25	1
357.362	111.25	-457.25	1
357.75	111.63	-457.25	1
357.86	111.75	-457.25	1
358.26	112.09	-457.25	1
358.46	112.25	-457.25	1
358.75	112.39	-457.25	1
359	112.52	-457.25	1
359.25	112.64	-457.25	1
360.74	112.86	-457.25	1
360.86	113.06	-457.25	1
360.97	113.25	-457.25	1
361.1	113.45	-457.25	1
361.26	113.62	-457.24	1
361.33	113.68	-457.25	1
361.4	113.73	-457.25	1
362.25	114.19	-457.25	1
362.35	114.25	-457.25	1
362.63	114.45	-457.21	1
364.5	115.86	-457.25	38
365.1	116.7	-457.24	38
365.34	117.3	-457.28	1
365.47	117.75	-457.25	1
362.43	123.25	-457.25	29
362.35	123.37	-457.24	29
362.26	123.47	-457.25	29
361.74	123.67	-457.28	29
361.96	123.61	-457.3	29
361.08	123.79	-457.25	29
361.21	123.76	-457.21	29
361.34	123.75	-457.23	29
361.54	123.72	-457.25	29
360.62	123.97	-457.21	29
